Cycle,0.814823529412
Average Width,9.12574552271
Width,,12.6151998518,9.62877569483,9.86786688197,8.29834924047,8.504406443,8.66611348756,9.468608092,9.00543023496,8.40526405625,8.40765679421,9.05886054828,8.94925501618,8.17183116063,10.5349943866,8.73958946819,8.97525799395,8.59339228326,8.37256777468
Point1,H5,(0.279992946883 153),,,(0.673961629878 720),(1.17676410868 916),(1.8635157459 1090),(0.273025852414 1253),,(1.36422807093 1578),(0.819546044046 1783),,(0.927787268928 2102),(1.55505418111 2278),(1.26387781929 2437),(0.491847209029 2611),(3.06459187603 2789),(1.56697703545 2946),,
Point1,H6,(-0.0833531159337 139),(-0.00877412997906 382),(-1.68753899743e-14 504),(-8.881784197e-15 562),(-3.99680288865e-15 697),(0.245655089886 876),(-6.2172489379e-15 931),(-3.10862446895e-15 1107),(8.881784197e-16 1263),(-0.00026415726436 1434),(4.4408920985e-15 1604),(-0.00888050493651 1765),(-0.00774813787551 1931),(3.10862446895e-15 2085),(-4.4408920985e-16 2235),(-0.0675920914193 2451),(-0.000811236623881 2559),(-6.2172489379e-15 2624),(-0.0158241989893 2733),(-0.000178263426458 2963),
Point2,H1,(13.0137911167 31),(17.7283039327 221),(13.1059703435 414),(10.5231181172 590),(11.4669497468 780),(11.2690735387 963),(11.1531866519 1139),(10.8166071621 1299),(12.4132089661 1468),(12.8921340439 1644),(8.32589085701 1819),(9.87854175935 1979),(10.2917629883 2149),(8.89292625481 2320),(9.96568282382 2478),(9.61293891515 2653),(13.3970329856 2831),(11.2302905262 2991),
Point2,H2,(6.35453540533 74),,,(3.09816475711 637),,,,(4.20024956282 1340),,(-0.00141717261965 1740),,,,,(-0.00149983866915 2567),(1.73643969793 2697),,,
Point2,H3,(6.75712639489 85),,,(3.20012892723 644),,,,(4.37017942374 1349),,(0.371094328089 1756),,,,,(0.780006933491 2585),(1.93187412335 2707),,,
Point2,H4,(-0.0647099430822 141),(11.636559041 265),,(-0.000604086317944 697),(0.138133228217 900),,(-3.5527136788e-15 1241),(1.02434452195 1400),(0.896608738173 1567),(0.301454043391 1764),,(-4.4408920985e-15 2087),(-0.000198955525039 2237),,(0.0738795227225 2603),(-0.00307103015611 2730),(1.40946676494 2931),,
Point2,H5,(0.223829918724 154),(11.9277488925 276),,(0.876043782115 719),(0.923855301371 916),,(0.418514897434 1254),(1.22541628481 1412),(0.948350756465 1577),(0.935646885356 1784),,(0.517518751443 2101),(0.917058980204 2276),,(0.182720908399 2612),(2.78300632675 2788),(1.8228866633 2945),,
Point2,H6,(-0.0647099430822 141),(-0.00440834789637 383),(6.2172489379e-15 505),(8.43769498715e-15 562),(-0.000604086317944 697),(-8.881784197e-16 930),(-2.22044604925e-15 1107),(-3.5527136788e-15 1241),(-8.881784197e-16 1434),(-0.000590444915295 1604),(-0.00141717261965 1740),(-0.0582892983018 1915),(-4.4408920985e-15 2087),(-0.000198955525039 2237),(0.0 2449),(-0.00149983866915 2567),(0.0 2621),(-0.00307103015611 2730),(-8.881784197e-16 2962),
Point3,H1,(15.0586777074 30),(19.1577566932 219),(14.8544095118 413),(10.9344155338 591),(12.0670684167 780),(12.8416824715 960),(13.4356200559 1136),(12.7574176028 1297),(14.1664913843 1468),(14.6512204966 1643),(10.2222729135 1818),(11.7285775088 1978),(11.9035927587 2145),(10.874225493 2318),(12.4022006992 2476),(11.6017468562 2652),(14.2938322962 2829),(13.3525958007 2989),
Point3,H2,(7.92914536211 73),(11.7346655201 263),,,(1.19040073291 875),(2.23857399456 1050),(4.60531958766 1178),,,,,,,(3.03566017951 2360),,,,
Point3,H3,(8.55237996887 85),(12.449297829 277),,,(1.32756466756 884),(2.51910217001 1062),(4.71891423851 1186),,,,,,,(3.66881646567 2374),,,,
Point3,H4,,,,(-0.0386410154349 705),(0.512130214832 901),(1.67028523189 1079),(0.289666686539 1238),,(1.45548390603 1564),(-0.00491518627547 1747),(0.718168443611 1889),(0.0870540460367 2084),(0.2616186024 2250),(1.7763568394e-15 2422),(-0.00704861819179 2599),(-0.012372139462 2747),,
Point3,H5,,,,(0.0174634383674 716),(1.25224737191 915),(1.88671493748 1088),(0.870916669294 1251),,(1.69454641446 1579),(0.236996815697 1762),(0.822796956394 1907),(0.730685487175 2099),(1.00702934259 2274),(0.95167779232 2437),(0.331981805994 2611),(1.8090567956 2786),,
Point3,H6,(-0.0063186711797 167),(-0.014934963077 381),(1.06581410364e-14 562),(-0.0386410154349 705),(-1.7763568394e-15 929),(0.0 1105),(3.5527136788e-15 1264),(-2.6645352591e-15 1432),(-0.00578897915065 1604),(-0.119145618578 1779),(-0.011441515329 1935),(0.0 2112),(-2.22044604925e-15 2288),(1.7763568394e-15 2422),(-0.0653271105907 2621),(-0.012372139462 2747),(-0.009534126688 2962),
Point4,H1,(12.4276414769 29),(15.6841828015 218),(12.4989989893 412),(9.25710311195 590),(9.63190092455 778),(10.3870992033 960),(10.7703933133 1135),(10.2615577244 1297),(10.9809996057 1466),(12.5346873934 1642),(8.43783518944 1818),(9.56932109401 1978),(9.65988030261 2145),(9.22136101367 2317),(10.3891254683 2475),(9.45766407952 2651),(11.7823745054 2828),(11.0819711222 2989),
Point4,H2,,(10.4799046085 263),(6.07909488252 458),,,,(4.04672396241 1178),,,(3.3827867142 1693),,,(0.265044176958 2236),(2.56345106565 2359),,(0.337478191679 2728),,
Point4,H3,,(10.7699371044 275),(6.12777576733 464),,,,(4.10776608312 1185),,,(3.38309021412 1694),,,(0.473946312155 2253),(3.00514693655 2372),,(0.388583807596 2736),,
Point4,H4,(6.62281606782 72),(0.465741104492 360),(0.920556643962 532),(-0.00822271081493 700),(0.148497872493 899),,(0.243801751298 1238),(1.64655355207 1375),(1.31128603874 1569),(-0.0136373943027 1745),(0.699244096945 1909),(-1.33226762955e-15 2083),(0.473062434158 2255),(3.5527136788e-15 2422),,(-0.00423914447773 2753),,
Point4,H5,(7.35728291667 85),(0.575522378171 369),(1.33128148029 545),(0.245742611611 717),(0.780301298389 914),,(0.566847453752 1250),(1.64925244281 1378),(1.33525400573 1576),(0.29772643879 1761),(0.744702278453 1917),(0.83922136712 2099),(0.774375158497 2272),(0.631761456532 2436),,(1.56040622499 2782),,
Point4,H6,(1.7763568394e-15 168),(5.3290705182e-15 381),(-0.000361012039794 561),(-0.00822271081493 700),(5.3290705182e-15 927),(0.0 1104),(-0.0019519680321 1263),(1.7763568394e-15 1432),(8.881784197e-16 1602),(-0.195100271478 1779),(-0.00173875563547 1939),(-0.00232547050259 2112),(-0.00241166281196 2286),(3.5527136788e-15 2422),(-0.00046635067836 2602),(-0.00423914447773 2753),(1.7763568394e-15 2961),
