Cycle,0.839350877193
Average Width,7.06265430396
Width,,10.3594100759,7.28247362993,5.65001529517,7.11821688483,6.70505900946,6.8580098906,6.82295441887,7.058585055,6.98341996371,6.75798899299,6.8819750661,7.1500333404,7.44556634341,6.63482530515,6.82397912011,6.57777674741,7.0033239598,6.50824377194,7.56857490451
Point1,H5,,(3.57464870601 338),,(2.01348072979 710),(3.43151152791 883),(1.6579356033 1076),,(3.02406731075 1424),,(1.47427180059 1796),(3.04687982846 1971),(2.74697197372 2148),(2.54691411701 2325),(3.66849727093 2499),(2.34608292402 2674),,,,
Point1,H6,(7.9936057773e-15 180),(-7.9936057773e-15 359),(-8.881784197e-16 537),(0.0 724),(-1.24344978758e-14 903),(-7.9936057773e-15 1090),(-8.881784197e-15 1269),(-0.000689487113796 1446),(-8.881784197e-15 1626),(-1.06581410364e-14 1810),(-1.7763568394e-15 1988),(1.7763568394e-15 2165),(3.5527136788e-15 2342),(5.3290705182e-15 2519),(-0.0100761059531 2697),(-5.3290705182e-15 2871),(-5.3290705182e-15 3047),(4.4408920985e-15 3230),
Point2,H1,(14.2398562741 31),(18.4857977068 209),(16.0752195017 395),(17.6707886631 573),(18.2424206997 754),(20.089738312 941),(21.0927163837 1119),(21.1477313574 1304),(21.2791156875 1486),(23.3433047926 1663),(22.8665318917 1839),(22.649189735 2021),(21.5090965016 2202),(22.5750993335 2381),(20.2836392789 2556),(18.9417872667 2734),(15.6392557017 2909),(17.1785552416 3085),(15.0881532329 3262),
Point2,H2,,,,(7.79884288721 619),,,,,,(8.38546314564 1710),(9.49891171461 1887),,,,,,,,
Point2,H3,,,,(8.48099132518 630),,,,,,(8.53630403802 1717),(9.61911314803 1893),,,,,,,,
Point2,H4,,(3.85834149147 295),(5.6986271248 446),(1.28126363919 696),(3.90240008774 875),(1.99032243644 1068),(2.87539191811 1240),(2.65461229189 1415),,(0.752429019984 1788),(2.13081060556 1961),(3.22754739961 2137),(2.14509279654 2316),(2.49177680927 2484),,(7.33725485364 2782),,,
Point2,H5,,(4.82933729266 313),(5.74252487734 451),(2.26444553833 709),(3.92085794882 879),(2.03701039519 1074),(3.24890975125 1250),(2.86136978218 1424),,(0.91932790755 1796),(2.52594369503 1971),(3.38363214325 2145),(2.20054928395 2322),(3.00857144934 2497),,(7.4742373527 2789),,,
Point2,H6,(1.06581410364e-14 179),(9.7699626167e-15 358),(7.9936057773e-15 539),(-8.881784197e-15 724),(-3.5527136788e-15 902),(1.24344978758e-14 1090),(2.13162820728e-14 1268),(0.0 1445),(3.5527136788e-15 1625),(7.1054273576e-15 1808),(1.7763568394e-14 1987),(1.7763568394e-15 2164),(-1.24344978758e-14 2340),(-1.7763568394e-15 2518),(-0.00357334531229 2695),(8.881784197e-16 2870),(5.3290705182e-15 3044),(6.2172489379e-15 3231),
Point3,H1,(18.9139614094 55),(13.8965109818 209),(14.6185455628 396),(15.5942985734 576),(15.6077256881 755),(17.7906907235 942),(17.2722492481 1119),(18.328824616 1307),(18.9729899156 1487),(20.2278496955 1664),(20.3883409507 1839),(19.430484048 2023),(19.0874213503 2203),(18.9300218082 2384),(16.9683242204 2556),(15.8966821498 2736),(13.2866597985 2910),(15.5641369511 3086),(13.0407494368 3264),
Point3,H2,(12.5594387028 80),(-0.00857462770983 294),(4.96838233654 443),(1.85159893706 671),(15.1714229747 765),(2.85117245565 1041),(14.8348894787 1136),,,(6.57715609084 1711),,(4.62571870016 2111),,,(6.44964797614 2609),(6.22925761657 2783),,,,
Point3,H3,(12.7996472188 88),(2.4466667604 321),(5.40502379015 454),(2.01407618174 680),(15.2239798485 771),(2.99376295711 1049),(14.8439576928 1139),,,(7.00235163618 1722),,(4.68942416128 2117),,,(6.70941809229 2620),(6.28496924245 2788),,,,
Point3,H4,,(2.42279210015 326),(1.57225705068 481),(1.41488403033 695),(7.28614610153 816),(1.67957239185 1067),(1.92529788499 1241),(2.03689217763 1419),(1.97292244154 1592),(0.517212627622 1786),,(2.88556952302 2137),(1.08187485061 2315),(2.42304423305 2479),(2.94735456846 2663),(1.41685779963 2840),,,,
Point3,H5,,(2.79666920646 339),(1.71714646059 491),(2.43572747665 709),(7.33730944378 822),(1.90898725966 1076),(2.57279772179 1253),(2.08591618087 1426),(2.13367354868 1601),(1.47998705575 1799),,(3.44563062306 2148),(2.06552897077 2327),(2.66370021449 2492),(3.06260059161 2671),(1.44908843011 2846),,,,
Point3,H6,(-0.0781966979466 181),(-0.00857462770983 294),(-0.0259481744015 359),(-0.0005267147341 544),(-1.33226762955e-14 725),(-2.84217094304e-14 902),(-2.04281036531e-14 1091),(-2.30926389122e-14 1269),(-4.4408920985e-15 1446),(3.5527136788e-15 1628),(2.04281036531e-14 1811),(5.3290705182e-15 1987),(7.1054273576e-15 2166),(3.5527136788e-15 2342),(8.881784197e-16 2517),(9.7699626167e-15 2697),(4.4408920985e-15 2870),(-2.6645352591e-15 3046),(-0.000399087042947 3230),
Point4,H1,(17.3543420651 52),(13.0225320598 208),(12.7594970451 393),(14.6570896592 573),(13.4447133308 757),(15.2114046714 939),(14.2817906857 1117),(16.2612070297 1306),(16.7716848387 1485),(17.7912148959 1662),(17.424866972 1836),(16.9466513295 2027),(16.7015562674 2204),(16.5871597857 2383),(14.3136520996 2553),(13.7120638598 2734),(11.2889457743 2906),(13.9143691066 3084),(12.8422564048 3262),
Point4,H2,(9.83556292767 77),,(4.18203741893 440),(0.752659435201 665),(5.65561711391 810),(2.25031476751 1038),,,,(5.17670837545 1709),(6.87311761949 1887),(3.80102599256 2100),,,(5.81370648692 2607),(5.51636709954 2780),,,,
Point4,H3,(10.3347532638 87),,(4.47468756384 450),(1.27059794777 679),(6.01531675467 821),(2.54172028973 1049),,,,(5.62654264036 1721),(6.87312946531 1888),(4.56621198419 2117),,,(6.3517199313 2623),(5.54309194716 2784),,,,
Point4,H4,(9.18385994083 106),(2.04281036531e-14 292),(1.70688374238 475),(0.759023081152 692),(3.60385234248 847),(2.07435330311 1064),(1.32759681601 1238),(1.41242821032 1411),(1.2754304096 1591),(0.987179661574 1783),(1.48999646941 1955),(2.89838474596 2136),(-4.4408920985e-15 2313),(1.89783588144 2476),(3.13744098422 2658),(0.513518120074 2836),,(2.78378296263 3187),,
Point4,H5,(9.31122336054 115),(3.20880613686 333),(2.02950650575 488),(1.81600875001 707),(3.60747432372 850),(2.14983572345 1071),(1.61120267328 1249),(1.57061184511 1422),(1.38322048306 1603),(1.50549704051 1795),(1.87806454147 1968),(3.07303593206 2144),(0.995697836008 2327),(2.05521141881 2490),(3.30074082271 2667),(0.631899675196 2847),,(2.79626950385 3192),,
Point4,H6,(-0.0180556869472 178),(2.04281036531e-14 292),(-0.0045686202768 356),(1.15463194561e-14 540),(0.752659435201 665),(-1.7763568394e-15 722),(-2.6645352591e-15 899),(-1.7763568394e-14 1089),(9.7699626167e-15 1266),(7.9936057773e-15 1443),(7.9936057773e-15 1627),(-5.3290705182e-15 1808),(-1.06581410364e-14 1985),(-5.3290705182e-15 2163),(-4.4408920985e-15 2313),(8.881784197e-16 2515),(6.2172489379e-15 2695),(3.5527136788e-15 2868),(-0.00564262226363 3043),(-3.5527136788e-15 3228),
