Cycle,0.9618125
Average Width,4.58621762589
Width,,6.87651620209,4.47574158598,4.49046323438,4.67041913755,4.48444999337,4.8019822675,4.41289137642,4.81753650592,4.63705809626,4.25395514938,4.20537350459,4.61620927173,4.89102893923,4.50427755727,4.63202690501,4.93846101388,4.01936395478,4.34819294082,4.17743768277,4.73673567492,4.13803406862
Point2,H2,(3.44434596554 124),,(11.1476119082 455),,,(2.46738612771 1158),,,(7.72463489625 1705),(7.83140821874 1915),,,,,,,,,(3.72491219858 3787),,
Point2,H3,(3.51520964653 132),,(11.4709196381 465),,,(2.70410592743 1169),,,(8.14010208551 1715),(7.91815181129 1922),,,,,,,,,(3.76838147706 3795),,
Point2,H4,(0.825662118937 179),(1.93875055031 375),(7.24254093 493),,,(1.54641215416 1190),,(-3.5527136788e-15 1628),(1.77213545011 1787),(2.80519961001 2005),,,(1.5833843026 2610),,(-0.000320653274936 3038),,(5.18966196327 3383),(4.4969101049 3558),(1.70800853683 3830),,
Point2,H5,(1.30669809669 192),(2.19142234275 387),(7.246348555 495),,,(1.74269368315 1201),,(12.5734023752 1660),(1.92967255747 1797),(2.91837634046 2013),,,(1.63451356658 2617),,(11.1244057829 3084),,(5.28332500139 3397),(4.65628238233 3568),(1.77501652091 3837),,
Point2,H6,(-0.00364255337448 207),(5.3290705182e-15 411),(-0.00722224012657 611),(9.7699626167e-15 815),(6.2172489379e-15 1020),(-8.881784197e-16 1225),(0.0 1423),(-3.5527136788e-15 1628),(-8.881784197e-16 1834),(4.4408920985e-15 2035),(-5.3290705182e-15 2237),(-7.9936057773e-15 2435),(-3.5527136788e-15 2645),(-5.3290705182e-15 2847),(-0.000320653274936 3038),(4.4408920985e-15 3249),(3.5527136788e-15 3454),(6.2172489379e-15 3650),(4.4408920985e-15 3856),(0.0 4061),
Point3,H1,(17.3833418101 97),(6.1065722848 323),(6.85671233674 526),(8.04327186665 746),(7.9799248851 901),(8.77952856394 1107),(6.88923282143 1312),(9.30224733653 1515),(7.99311144442 1739),(7.11632139865 1948),(6.43473118623 2133),(8.65907668631 2345),(9.42037358 2540),(7.24242432568 2766),(8.48732152564 2955),(8.21796446572 3193),(5.42995935593 3339),(7.16756895209 3541),(6.81422552617 3771),(8.6169770728 3957),(4.41829597814 4151),
Point3,H2,(3.55776240079 178),,(4.17606390661 575),,,,,,,(6.04062032676 1968),,(7.16796199998 2369),,,(6.00074021901 2990),(5.76877705533 3215),,,,(7.5701309542 3986),,
Point3,H3,(3.56134235403 181),,(4.58872824054 595),,,,,,,(6.48468303856 1986),,(7.26495120038 2378),,,(6.29342470824 3004),(6.16979174364 3227),,,,(7.58071399954 3992),,
Point3,H4,(-0.0136063999421 261),,(-0.0102245136991 669),,,,,,,,,(0.295450128023 2467),(4.88498130835e-15 2699),(2.84240324185 2847),(-7.1054273576e-15 3092),,(-0.00646762802087 3409),,(2.44327342812 3837),,,
Point3,H5,(6.04226594588 300),,(7.87045919949 709),,,,,,,,,(0.312508360125 2472),(6.68040287383 2737),(2.97422898496 2857),(7.77998520426 3165),,(2.48016139541 3467),,(3.01015372531 3854),,,
Point3,H6,(-0.0136063999421 261),(2.6645352591e-15 466),(-0.0102245136991 669),(-0.00364895463895 869),(-0.00673317273289 1052),(-0.00483423112696 1282),(-6.2172489379e-15 1479),(-9.7699626167e-15 1684),(-0.000250038376847 1889),(-4.4408920985e-15 2090),(-3.99680288865e-15 2290),(-1.7763568394e-15 2487),(4.88498130835e-15 2699),(6.2172489379e-15 2901),(-7.1054273576e-15 3092),(-0.0346458673727 3306),(-0.00646762802087 3409),(-0.0384622121787 3505),(-0.00495077535093 3704),(-5.3290705182e-15 3908),(-0.00694977878901 4116),
