Cycle,0.80524137931
Average Width,5.75199835912
Width,,7.14479622645,5.86954233475,6.32028542194,6.7085883091,6.61938311976,6.58857551581,6.78094545733,6.17152609899,5.90551483297,6.21986760572,5.56041324226,5.34274463203,5.26557919057,5.07926141767,5.29757719327,5.13067610881,4.91521767837,5.23198545248,5.1543672779,5.33659242993,5.29530446512,5.3581664828,5.85081493923,6.21232322996,6.36161813942,6.10850600027,6.13813988448,5.97519966773,6.20643689673,6.47868405901
Point3,H1,(9.46294578207 46),(9.2922708209 207),(10.2269080448 364),(9.98175075963 521),(9.1794214751 703),(9.69226105655 854),(9.32847158718 1039),(11.8860289181 1192),(12.2570132824 1353),(11.8223817056 1528),(13.8414374125 1690),(17.5263416818 1863),(17.253754901 2037),(16.2449127055 2200),(16.4461114435 2372),(17.2985113487 2538),(19.0546397801 2711),(14.9265128992 2876),(15.2589820043 3047),(15.4030851566 3223),(13.2790651072 3387),(12.612099277 3559),(10.4533245047 3742),(9.30922423748 3896),(11.480473969 4069),(10.6707610988 4234),(10.6080722846 4411),(9.98246462445 4570),(9.9099566518 4750),(9.06449843681 4906),
Point3,H2,(4.57360513177 72),,,,,,,,,,(6.97583222415 1734),,,,,(6.87086910812 2585),,,,,,,,,,(10.3002969705 4245),,,,
Point3,H3,(5.19115553179 85),,,,,,,,,,(7.80701814706 1747),,,,,(7.05977614225 2592),,,,,,,,,,(10.4302198746 4253),,,,
Point3,H4,(2.68897964068 130),(3.86686690665 259),,,(1.26345067561 783),(-0.00235131433657 983),,,,,(2.34973010967 1795),(2.2842237847 1972),,(3.05130599517 2307),,(2.32531187811 2642),,(7.48422299473 2920),(2.44773017173 3156),,,(0.841622692506 3667),,,(3.49293478268 4136),,,(5.84284072924 4619),,
Point3,H5,(2.7128413283 135),(4.02894347779 270),,,(1.48070816231 795),(9.27918832431 1019),,,,,(2.54011853832 1804),(2.30206739165 1976),,(3.19148694155 2315),,(2.56819541597 2652),,(7.60885892962 2927),(2.48889548301 3162),,,(1.34170598945 3679),,,(3.53223451124 4142),,,(5.84507112665 4622),,
Point3,H6,(-3.5527136788e-15 161),(5.3290705182e-15 323),(2.22044604925e-15 490),(1.42108547152e-14 654),(1.33226762955e-14 815),(-0.00235131433657 983),(7.9936057773e-15 1150),(7.9936057773e-15 1323),(-4.4408920985e-15 1490),(-6.2172489379e-15 1659),(-0.0074502594122 1825),(-8.881784197e-16 1997),(-0.00543340955239 2166),(1.24344978758e-14 2334),(7.1054273576e-15 2505),(6.2172489379e-15 2673),(-0.00259526851359 2845),(-1.7763568394e-15 3011),(-1.7763568394e-15 3183),(-6.2172489379e-15 3356),(-0.00439597629727 3520),(-2.6645352591e-15 3694),(-3.5527136788e-15 3864),(-0.00289309404038 4030),(0.0 4194),(2.6645352591e-15 4366),(2.6645352591e-15 4533),(3.5527136788e-15 4703),(9.32587340685e-15 4874),
Point4,H1,(12.3839324669 139),(7.75485481306 303),(9.68249384496 459),(10.8214655588 608),(8.68510195818 796),(9.42289642528 955),(9.377820227 1128),(9.08231333812 1295),(9.41932091113 1467),(10.4116242428 1628),(7.69949741673 1805),(8.221644813 1976),(6.61541121294 2138),(6.91434048639 2285),(7.49119680215 2473),(7.04441113002 2625),(6.3916722797 2752),(7.3569995223 2816),(7.19662550827 2988),(7.96926527645 3152),(7.90013750269 3325),(7.37140836725 3497),(7.14559831357 3633),(8.90702194388 3836),(9.42197792173 3994),(8.92118506311 4172),(9.80135654009 4339),(9.14791029143 4504),(9.1756956306 4677),(9.70114162332 4843),(10.0260210382 5013),
Point4,H2,,,,,,,(-5.3290705182e-15 1159),(-2.6645352591e-15 1339),(0.0 1495),(-0.00125621154631 1675),(-7.9936057773e-15 1835),,(-8.881784197e-16 2174),,,(6.59772245729 2640),(6.0710159799 2768),(0.0 2854),,(-1.7763568394e-15 3192),(-1.7763568394e-15 3367),,(6.90382520269 3647),,(-0.00951372669792 4044),(0.00788247006969 4201),(-4.4408920985e-15 4380),,,,
Point4,H3,,,,,,,(7.35727761219 1237),(7.80804692348 1413),(7.46794640771 1548),(5.7107303417 1731),(5.44492173146 1878),,(4.46952339347 2212),,,(6.73762486442 2648),(6.26786160327 2781),(6.45655262561 2936),,(5.21507166744 3239),(7.060568998 3444),,(7.05244555791 3658),,(6.30320001449 4120),(0.236921991264 4210),(7.21347879054 4421),,,,
Point4,H4,,(-4.4408920985e-15 343),(3.5527136788e-15 503),,(9.7699626167e-15 841),,(7.29429420991 1245),(7.76277845942 1420),(7.46635052689 1550),(5.29230105774 1751),(5.00898425493 1891),,(4.26712816928 2222),,(-0.00412365228425 2516),(2.6645352591e-15 2676),,(6.40228444485 2945),,(5.21393200108 3242),(6.81159368564 3457),(8.881784197e-16 3531),(-6.66133814775e-15 3700),,(6.25688910198 4126),,(6.94296818459 4432),(-0.00324433260031 4555),(8.881784197e-16 4711),,
Point4,H5,,(7.44896036922 420),(8.68025990796 556),,(5.36009507431 876),,(7.93549508046 1265),(9.01602398617 1442),(9.97707547905 1601),(7.22074003908 1777),(6.51998927079 1934),,(6.47631949526 2248),,(4.90629449776 2551),(6.09559845558 2729),,(6.50645066994 2957),,(7.22917310049 3297),(7.26600781314 3473),(5.09544300844 3578),(7.53195837132 3808),,(7.31069038987 4148),,(8.45236251309 4460),(8.25527020426 4640),(8.56263640524 4787),,
Point4,H6,(-1.33226762955e-14 192),(-4.4408920985e-15 343),(3.5527136788e-15 503),(-0.000577074375774 662),(9.7699626167e-15 841),(9.7699626167e-15 996),(-5.3290705182e-15 1159),(-2.6645352591e-15 1339),(0.0 1495),(-0.00125621154631 1675),(-7.9936057773e-15 1835),(-6.2172489379e-15 2007),(-8.881784197e-16 2174),(1.7763568394e-15 2340),(-0.00412365228425 2516),(2.6645352591e-15 2676),(0.0 2854),(-8.881784197e-16 3019),(-1.7763568394e-15 3192),(-1.7763568394e-15 3367),(8.881784197e-16 3531),(-6.66133814775e-15 3700),(-7.9936057773e-15 3863),(-0.00951372669792 4044),(-0.000840234335535 4219),(-4.4408920985e-15 4380),(-0.00324433260031 4555),(8.881784197e-16 4711),(0.0 4885),(-2.6645352591e-15 5045),
